firstName,total,female,male,prFemale
Armando,1,0,1,0.0
Drago,1,0,1,0.0
Maipato,1,1,0,1.0
Nils-Bengt,5,0,5,0.0
Marjorie,1,1,0,1.0
Kimberley,3,3,0,1.0
Jorge,27,0,27,0.0
Mari-Lena,2,2,0,1.0
Risto,7,0,7,0.0
Niels,28,0,28,0.0
Rozita,3,3,0,1.0
Raymond,125,0,125,0.0
Marlena,4,4,0,1.0
Synnøve,3,3,0,1.0
Mikaela,98,98,0,1.0
Hediye,18,18,0,1.0
Knut-Åke,1,0,1,0.0
Sissela,47,47,0,1.0
Lars-Gösta,4,0,4,0.0
Gerdt-Erik,1,0,1,0.0
Daniella,1,1,0,1.0
Baiba,2,2,0,1.0
Erica,40,40,0,1.0
Aisha,2,2,0,1.0
Mats-Johan,4,0,4,0.0
Berhane,4,0,4,0.0
Azim,4,0,4,0.0
AnnMargrethe,2,2,0,1.0
Jan-,1,0,1,0.0
Lenita,16,16,0,1.0
Pontuz,3,0,3,0.0
Wedestig,1,1,0,1.0
Fahima,14,14,0,1.0
Matija,1,0,1,0.0
Lilli,3,3,0,1.0
Marrlis,1,1,0,1.0
Anetté,5,5,0,1.0
Alexandra,173,173,0,1.0
Kasim,1,0,1,0.0
Gholam,3,0,3,0.0
Lilla,8,8,0,1.0
Maggan,2,2,0,1.0
Einar,22,0,22,0.0
Annaklara,151,151,0,1.0
Halim,9,0,9,0.0
Eia,2,2,0,1.0
Fingal,2,0,2,0.0
Beatrice,78,78,0,1.0
Ken,22,0,22,0.0
Oded,4,0,4,0.0
Voitto,1,0,1,0.0
Towe,6,6,0,1.0
Catrine,32,32,0,1.0
Sonja,157,157,0,1.0
Mikhaeil,2,0,2,0.0
Sölwe,3,0,3,0.0
Karl-Bertil,1,0,1,0.0
Marcus,302,0,302,0.0
Stiven,2,0,2,0.0
Lennarth,27,0,27,0.0
Mikko,7,0,7,0.0
Sleiman,8,0,8,0.0
Jan-Gunnar,2,0,2,0.0
Hani,2,0,2,0.0
Bengt-Ola,3,0,3,0.0
Dulce,2,2,0,1.0
Almaz,10,0,10,0.0
Henk,5,0,5,0.0
Sabri,21,0,21,0.0
Hamlet,4,0,4,0.0
Hussain,4,0,4,0.0
Guillaume,1,0,1,0.0
Marlene,38,38,0,1.0
Ramin,7,0,7,0.0
Andreás,3,0,3,0.0
Georgia,3,3,0,1.0
Enrique,12,0,12,0.0
Gert-Ove,3,0,3,0.0
Gjohn-Marko,4,0,4,0.0
Timothy,4,0,4,0.0
Jaana,21,21,0,1.0
Wirginia,4,4,0,1.0
Bahtijar,3,0,3,0.0
Magnus,1225,0,1225,0.0
Monzer,12,0,12,0.0
Alborz,4,0,4,0.0
Karl-Einar,1,0,1,0.0
Anniola,3,3,0,1.0
Sten-Göran,2,0,2,0.0
Rexhep,4,0,4,0.0
Sewon,7,0,7,0.0
Britt-Inger,54,54,0,1.0
Wahan,1,0,1,0.0
Gullbritt,2,2,0,1.0
Manlio,12,0,12,0.0
Björner,32,0,32,0.0
Ksenia,1,1,0,1.0
Ramon,12,0,12,0.0
Tamás,9,0,9,0.0
Marith,7,7,0,1.0
Ing-Marie,106,106,0,1.0
Lil,2,2,0,1.0
Erwin,1,0,1,0.0
Pontus,169,0,169,0.0
Ran,1,0,1,0.0
Ersa,2,0,2,0.0
Salwa,2,2,0,1.0
Karl-Holger,1,0,1,0.0
Jöns-Erik,2,0,2,0.0
AnnaCharlotta,1,1,0,1.0
Amie,14,14,0,1.0
Ewa-May,5,5,0,1.0
Emely,1,1,0,1.0
Sarab,2,2,0,1.0
Ionel,6,0,6,0.0
Vávra,72,0,72,0.0
Keld,2,0,2,0.0
Annusjka,3,3,0,1.0
Teodora,3,3,0,1.0
Arido,2,0,2,0.0
Joao,4,0,4,0.0
Jassin,7,0,7,0.0
Kameran,5,0,5,0.0
Stella,20,20,0,1.0
Rudayna,1,1,0,1.0
Rosemarie,7,7,0,1.0
Elsina,5,5,0,1.0
Elsmarie,3,3,0,1.0
Neven,3,0,3,0.0
Miodrag,3,0,3,0.0
Didi,13,13,0,1.0
Walburga,2,2,0,1.0
Maisie,1,1,0,1.0
Lisbeth,287,287,0,1.0
Vala,8,0,8,0.0
Eva-Lena,44,44,0,1.0
Freddie,17,0,17,0.0
Jacob,161,0,161,0.0
Nevin,6,6,0,1.0
Leonard,5,0,5,0.0
Gerlandia,1,1,0,1.0
Wivi-Anne,3,3,0,1.0
Moe,2,0,2,0.0
Jouni,1,0,1,0.0
Åsne,4,4,0,1.0
Lennart,1526,0,1526,0.0
Ann-Beathe,2,2,0,1.0
Per-Owe,3,0,3,0.0
Knuth,1,0,1,0.0
Djordje,1,0,1,0.0
Marjaana,19,19,0,1.0
Helle,29,29,0,1.0
Inga-Kersti,1,1,0,1.0
Sherazade,2,2,0,1.0
Vilho,1,0,1,0.0
Eivind,4,0,4,0.0
Chahanna,1,1,0,1.0
William,98,0,98,0.0
Mufida,1,1,0,1.0
Gordana,1,1,0,1.0
Goran,5,0,5,0.0
Lauri,5,0,5,0.0
Karl-Gunnar,34,0,34,0.0
Susanna,133,133,0,1.0
Shapoor,1,0,1,0.0
Ljubinka,10,10,0,1.0
Kave,2,0,2,0.0
Niina,3,3,0,1.0
Giuseppe,8,0,8,0.0
Antonio,6,0,6,0.0
Natanael,1,0,1,0.0
Sailab,4,0,4,0.0
Cassandra,9,9,0,1.0
Naile,3,3,0,1.0
Alan,6,0,6,0.0
Mawlod,1,0,1,0.0
Ofelia,6,6,0,1.0
Kaviraj,1,0,1,0.0
Anne-Katrin,2,2,0,1.0
Gerthie,3,3,0,1.0
Arife,2,2,0,1.0
Natalya,1,1,0,1.0
Haidi,4,4,0,1.0
Ann-Birgitte,1,1,0,1.0
Jelica,2,2,0,1.0
Luciano,1,0,1,0.0
Zlata,3,3,0,1.0
Henry,129,0,129,0.0
Krystyna,9,9,0,1.0
Pembe,1,1,0,1.0
Janewert,1,0,1,0.0
Ragnwald,8,0,8,0.0
Vicente,1,0,1,0.0
Uwe,13,0,13,0.0
Aurea,1,1,0,1.0
Sanela,2,2,0,1.0
Vendela,1,1,0,1.0
Agustin,1,0,1,0.0
JanOlov,1,0,1,0.0
Stigbjörn,7,0,7,0.0
Civ,2,2,0,1.0
Naemi,6,6,0,1.0
Evy,64,64,0,1.0
Marilyn,11,11,0,1.0
Aado,1,0,1,0.0
Lelle,28,0,28,0.0
Kirsi,4,4,0,1.0
Fritjof,1,0,1,0.0
Hakam,2,0,2,0.0
Bekir,18,0,18,0.0
Lawrence,2,0,2,0.0
Fannie,4,4,0,1.0
Rasim,2,0,2,0.0
Jannice,4,4,0,1.0
Fredric,76,0,76,0.0
Lassana,2,0,2,0.0
Aleksandar,7,0,7,0.0
Marithe,2,2,0,1.0
Siv-Britt,6,6,0,1.0
Ermisa,2,2,0,1.0
Hans-Peter,15,0,15,0.0
Ing-Mari,30,30,0,1.0
John-Ove,5,0,5,0.0
Edvard,24,0,24,0.0
Rickard,236,0,236,0.0
Luigi,2,0,2,0.0
Käte,5,5,0,1.0
Sewed,4,0,4,0.0
Filiz,3,3,0,1.0
Saba,2,2,0,1.0
Yen,2,2,0,1.0
Bettina,2,2,0,1.0
Per-Allan,1,0,1,0.0
Sven-Yngve,8,0,8,0.0
Hulda,9,9,0,1.0
Milka,10,10,0,1.0
Eiwin,2,0,2,0.0
Marlen,3,3,0,1.0
Lars-Bertil,5,0,5,0.0
Marja-Liisa,2,2,0,1.0
Nina,223,223,0,1.0
Aron,54,0,54,0.0
Sander,3,0,3,0.0
Grethe,1,1,0,1.0
Phia,1,1,0,1.0
Sammy,31,0,31,0.0
Alette-Marie,1,1,0,1.0
Ilinka,2,2,0,1.0
Angelo,5,0,5,0.0
Zacharias,6,0,6,0.0
Evert,86,0,86,0.0
Amia,1,1,0,1.0
Soraya,2,2,0,1.0
Per-Agne,2,0,2,0.0
Daphne,2,2,0,1.0
Artimis,1,0,1,0.0
Clyde,1,0,1,0.0
Tahira,1,1,0,1.0
Patima,1,1,0,1.0
Toini,5,5,0,1.0
Gurjant,1,0,1,0.0
Henning,13,0,13,0.0
Anncatrin,1,1,0,1.0
Ossian,2,0,2,0.0
Karanta,5,0,5,0.0
Baris,4,0,4,0.0
Mats,1299,0,1299,0.0
Rhoda,1,1,0,1.0
Ewonne,8,8,0,1.0
Bernardo,8,0,8,0.0
Ask,1,0,1,0.0
Lykke,1,1,0,1.0
Joe,34,0,34,0.0
Fatuma,2,2,0,1.0
Peppe,1,0,1,0.0
Lone,6,6,0,1.0
Thea,2,2,0,1.0
Ninia,2,2,0,1.0
Jan-Petter,1,0,1,0.0
Deseré,1,1,0,1.0
Kathe,2,2,0,1.0
Marino,2,0,2,0.0
Raija,19,19,0,1.0
Carl-Adam,1,0,1,0.0
Bo-Lennart,8,0,8,0.0
StigÅke,1,0,1,0.0
Artur,2,0,2,0.0
Veikko,6,0,6,0.0
Karl-Martin,1,0,1,0.0
Jörgen,410,0,410,0.0
Torvald,10,0,10,0.0
Jean-Pascal,14,0,14,0.0
Sibylla,3,3,0,1.0
Roko,2,0,2,0.0
Malinda,1,1,0,1.0
Maija,10,10,0,1.0
Annica,191,191,0,1.0
Elzbieta,2,2,0,1.0
Finn,12,0,12,0.0
Erol,32,0,32,0.0
Bisera,6,6,0,1.0
Tyrone,2,0,2,0.0
Zoltan,2,0,2,0.0
Parasto,2,2,0,1.0
Gill,2,1,1,0.5
Elham,8,8,0,1.0
Joséphine-Charlotte,1,1,0,1.0
Sanita,1,1,0,1.0
Danuta,25,25,0,1.0
Anita,1020,1020,0,1.0
Ching-Pei,2,2,0,1.0
Saima,9,9,0,1.0
Tatiana,6,6,0,1.0
Inga-Britta,9,9,0,1.0
Faraj,4,0,4,0.0
Nujin,2,2,0,1.0
Melina,2,2,0,1.0
Bayram,14,0,14,0.0
Stellan,130,0,130,0.0
Andrée,11,0,11,0.0
Cajsa,4,4,0,1.0
Mohamed,180,0,180,0.0
AnnaLisa,2,2,0,1.0
Mehmet,35,0,35,0.0
Shabboo,4,4,0,1.0
Jallal,2,0,2,0.0
Lili-Marie,11,11,0,1.0
Raimon,3,0,3,0.0
Bert-Inge,3,0,3,0.0
Tua,3,3,0,1.0
Per-Oskar,2,0,2,0.0
Berny,3,0,3,0.0
Anne-Maria,1,1,0,1.0
Pia,400,400,0,1.0
Cidalia,3,3,0,1.0
Nawzad,38,0,38,0.0
K-G,1,0,1,0.0
Rodi,2,0,2,0.0
Aranka,6,6,0,1.0
Karleric,8,0,8,0.0
Cissi,20,20,0,1.0
Per-Anders,75,0,75,0.0
Elon,1,0,1,0.0
Talaat,1,0,1,0.0
Kåge,21,0,21,0.0
Rolando,4,0,4,0.0
Parisse,1,1,0,1.0
Hans-Olof,61,0,61,0.0
Reiner,1,0,1,0.0
Anwar,8,0,8,0.0
Latifa,5,5,0,1.0
Senadin,3,0,3,0.0
Zsolt,2,0,2,0.0
Kick,3,0,3,0.0
Sirkka-Liisa,2,2,0,1.0
Ole,35,0,35,0.0
Valentin,2,0,2,0.0
Björn-Ole,1,0,1,0.0
Ants,2,0,2,0.0
Lars-Olov,28,0,28,0.0
Per-Lennart,4,0,4,0.0
Felemez,3,0,3,0.0
Gerardo,16,0,16,0.0
Olivia,10,10,0,1.0
Mona-Britt,2,2,0,1.0
Ifrah,3,3,0,1.0
Haider,2,0,2,0.0
Anderz,4,0,4,0.0
Anne-Marie,124,124,0,1.0
Khudher,4,0,4,0.0
Gerdy,1,1,0,1.0
Antigon,9,9,0,1.0
Hannington,5,0,5,0.0
Jamil,6,0,6,0.0
Spiros,1,0,1,0.0
Rosie,10,10,0,1.0
Stenåke,2,0,2,0.0
Herberth,1,0,1,0.0
Aydin,4,0,4,0.0
Nafih,1,0,1,0.0
Emeli,5,5,0,1.0
Aida,12,12,0,1.0
Alina,1,1,0,1.0
Gudrun,334,334,0,1.0
Helin,4,4,0,1.0
Kauko,1,0,1,0.0
Elly-Kerstin,2,2,0,1.0
Bert-Ola,1,0,1,0.0
Simån,4,0,4,0.0
Hedda,2,2,0,1.0
Senja,3,3,0,1.0
Ursel,1,1,0,1.0
Ilko,8,0,8,0.0
Percy,21,0,21,0.0
Line,40,40,0,1.0
Jacek,6,0,6,0.0
Staffan,388,0,388,0.0
Lars-Anton,1,0,1,0.0
Oswald,2,0,2,0.0
Kurt-Ingvar,1,0,1,0.0
Karim,13,0,13,0.0
Hrafn,29,0,29,0.0
Hanke,1,0,1,0.0
Une,12,0,12,0.0
Alvina,2,2,0,1.0
Mohsen,4,0,4,0.0
Eva-Lotta,54,54,0,1.0
Marija,6,6,0,1.0
Manal,1,1,0,1.0
Benjamin,37,0,37,0.0
Eylem,29,29,0,1.0
Emina,8,8,0,1.0
Kerttu,4,4,0,1.0
Ingela,322,322,0,1.0
Jalal,1,0,1,0.0
Frese,10,0,10,0.0
Jurga,3,3,0,1.0
Asif,4,0,4,0.0
Usa,7,7,0,1.0
Effe,1,0,1,0.0
Baloo,1,0,1,0.0
Kukkamariia,1,1,0,1.0
Marion,14,14,0,1.0
Herje,4,0,4,0.0
Terhi,9,9,0,1.0
Hermine,2,2,0,1.0
Flemming,2,0,2,0.0
Mattias,723,0,723,0.0
Marisa,1,1,0,1.0
Maik,1,0,1,0.0
Novin,24,24,0,1.0
Eivor,237,237,0,1.0
Syla,1,0,1,0.0
Theo,16,0,16,0.0
Zenita,1,1,0,1.0
Carolina,81,81,0,1.0
Bengt-Olov,6,0,6,0.0
Nyan,4,4,0,1.0
Pär-Göran,7,0,7,0.0
Shilan,5,5,0,1.0
Jasminka,7,7,0,1.0
Genet,1,1,0,1.0
Ysabel,1,1,0,1.0
Rachel,13,13,0,1.0
Berith,73,73,0,1.0
Najah,5,5,0,1.0
Reijo,19,0,19,0.0
Björne,2,0,2,0.0
Reinhold,33,0,33,0.0
Hans-Arne,8,0,8,0.0
Zulaeima,2,2,0,1.0
Farhad,11,0,11,0.0
Zakia,5,5,0,1.0
Souraya,1,1,0,1.0
Eystein,6,0,6,0.0
Dania,3,3,0,1.0
Annkie,1,1,0,1.0
Nasim,5,0,5,0.0
Ingegärd,28,28,0,1.0
Karl-Erik,176,0,176,0.0
Anitha,71,71,0,1.0
Jasim,1,0,1,0.0
Kamer,7,0,7,0.0
Mesut,4,0,4,0.0
Zohreh,5,5,0,1.0
Kurt-Olov,1,0,1,0.0
Immaculate,2,2,0,1.0
Esabelle,3,3,0,1.0
Matteus,1,0,1,0.0
Saleh,11,0,11,0.0
EvaLena,12,12,0,1.0
Nurhan,15,0,15,0.0
Matílda,1,1,0,1.0
Judith,20,20,0,1.0
Shewen,2,2,0,1.0
Soili,7,7,0,1.0
Max,109,0,109,0.0
Erold,1,0,1,0.0
Helena,665,665,0,1.0
Tarja,17,17,0,1.0
PO,1,0,1,0.0
Vera,49,49,0,1.0
Lucerita,3,3,0,1.0
May-Britt,19,19,0,1.0
Jan-Ola,25,0,25,0.0
Vedran,1,0,1,0.0
Moncef,14,0,14,0.0
Klas,142,0,142,0.0
Jennifer,14,14,0,1.0
Raif,1,0,1,0.0
Eva-Britt,70,70,0,1.0
Janåke,2,0,2,0.0
Frithjof,4,0,4,0.0
Knud,9,0,9,0.0
Ismail,12,0,12,0.0
Rosana,2,2,0,1.0
Inga-Kajsa,1,1,0,1.0
Marko,3,0,3,0.0
Ingvar,505,0,505,0.0
Ioannis,37,0,37,0.0
Kaukko,1,0,1,0.0
Marzena,1,1,0,1.0
Eskil,62,0,62,0.0
Sylvia,59,59,0,1.0
Abdulcelil,6,0,6,0.0
Rauni,3,3,0,1.0
Kjell-Arne,32,0,32,0.0
Maryana,1,1,0,1.0
Åke,791,0,791,0.0
Ann-Britth,3,3,0,1.0
Ifeta,2,2,0,1.0
Alexandar,2,0,2,0.0
Chanthawan,1,1,0,1.0
Ywonne,2,2,0,1.0
Bernt-Inge,5,0,5,0.0
Shashika,12,12,0,1.0
Sawpon,2,0,2,0.0
Ivanka,1,1,0,1.0
Acke,8,0,8,0.0
Lotti,10,10,0,1.0
Shirley,6,6,0,1.0
Narcis,8,0,8,0.0
Kati,14,14,0,1.0
Margonia,1,1,0,1.0
Fredy,4,0,4,0.0
Hans-Christian,4,0,4,0.0
Per-Ingvar,17,0,17,0.0
Karita,1,1,0,1.0
Leena-Mararetta,6,6,0,1.0
Lerny,7,0,7,0.0
Michaela,36,36,0,1.0
Ernfrid,1,0,1,0.0
Nils-Rune,5,0,5,0.0
Marin,2,0,2,0.0
Tülin,2,2,0,1.0
Ghodsi,14,14,0,1.0
Majidi,2,0,2,0.0
Gunweig,2,2,0,1.0
Joanna,39,39,0,1.0
Stig-Harry,1,0,1,0.0
Shkendije,7,7,0,1.0
C,44,0,44,0.0
Pehter,2,0,2,0.0
Metin,12,0,12,0.0
Titti,21,21,0,1.0
Elias,81,0,81,0.0
Len,2,0,2,0.0
Ann,515,515,0,1.0
Dimitrios,34,0,34,0.0
Lars-Oskar,1,0,1,0.0
Zaid,1,0,1,0.0
Curt-Arne,1,0,1,0.0
Morteza,3,0,3,0.0
Astor,8,0,8,0.0
Yadollah,2,0,2,0.0
Ratanaphorn,1,1,0,1.0
Per,1842,0,1842,0.0
Shaban,2,0,2,0.0
Arjang,1,0,1,0.0
Ingwar,2,0,2,0.0
Marja-Terttu,1,1,0,1.0
Lillies,6,6,0,1.0
Fahimeh,2,2,0,1.0
Bibbi,21,21,0,1.0
Anna,1944,1944,0,1.0
Margreth,21,21,0,1.0
Elizabeth,24,24,0,1.0
Jasmine,1,1,0,1.0
Trygve,3,0,3,0.0
Edith,3,3,0,1.0
Raili,7,7,0,1.0
Sakarias,4,0,4,0.0
Susann,49,49,0,1.0
Mathilda,14,14,0,1.0
Hassaan,7,0,7,0.0
Hedwig,18,18,0,1.0
Ashraf,4,4,0,1.0
Naeimi,1,1,0,1.0
Ortwin,2,0,2,0.0
Tesfaye,2,0,2,0.0
Brendan,2,0,2,0.0
Linda,508,508,0,1.0
Lars-Göran,191,0,191,0.0
Efva,10,10,0,1.0
Farahroz,8,8,0,1.0
Ahmad,41,0,41,0.0
Havva,8,8,0,1.0
Signhild,6,6,0,1.0
Admon,2,0,2,0.0
Sven-Ingvar,26,0,26,0.0
Ray,11,0,11,0.0
Sten-Ove,1,0,1,0.0
Janice,1,1,0,1.0
Morgana,1,1,0,1.0
Ilich,3,0,3,0.0
Torgerd,2,2,0,1.0
Pilar,2,2,0,1.0
Lile,2,2,0,1.0
Irma,55,55,0,1.0
Lars-Axel,7,0,7,0.0
Maicen,1,1,0,1.0
Imelda,2,2,0,1.0
Ayna,2,2,0,1.0
Ina,23,23,0,1.0
Joni,2,0,2,0.0
Cariné,1,1,0,1.0
Nedim,26,0,26,0.0
Kent-Inge,2,0,2,0.0
Sten,440,0,440,0.0
Paola,2,2,0,1.0
Karl-Bernt,1,0,1,0.0
Girlie,3,3,0,1.0
Roger,613,0,613,0.0
Jan-Göran,1,0,1,0.0
Henrick,1,0,1,0.0
Kim,154,74,80,0.4805194805194805
Fatima,58,58,0,1.0
Katri,1,1,0,1.0
Alit,1,0,1,0.0
Boas,1,0,1,0.0
Fahri,6,0,6,0.0
Wello,1,0,1,0.0
Amal,6,3,3,0.5
Else-Karin,1,1,0,1.0
Lindha,2,2,0,1.0
Lucho,2,0,2,0.0
Desideria,1,1,0,1.0
Andre,1,0,1,0.0
Mike,3,0,3,0.0
Märta-Lena,1,1,0,1.0
Saddia,3,3,0,1.0
Yuri,5,0,5,0.0
Mathilde,1,1,0,1.0
Charlotte,290,290,0,1.0
Melita,2,2,0,1.0
Inga-Britt,65,65,0,1.0
Hysen,1,0,1,0.0
Miklos,3,0,3,0.0
Davis,5,0,5,0.0
Cilas,1,0,1,0.0
Zelba,1,0,1,0.0
Pradip,6,0,6,0.0
Kerstin-Maria,2,2,0,1.0
Amanda,113,113,0,1.0
Ammi,3,3,0,1.0
Mésud,2,0,2,0.0
Zuber,2,0,2,0.0
Iha,4,4,0,1.0
Allan,152,0,152,0.0
Almuth,1,1,0,1.0
Estanislao,12,0,12,0.0
Yvonne,672,672,0,1.0
Alar,8,0,8,0.0
Melker,13,0,13,0.0
Elam,1,0,1,0.0
Juan,36,0,36,0.0
Jessika,19,19,0,1.0
Abdulahi,2,0,2,0.0
Lilliann,5,5,0,1.0
Behxhet,1,0,1,0.0
Roddy,10,0,10,0.0
Subhi,2,0,2,0.0
Axel-Ebbe,1,0,1,0.0
Vollmar,1,0,1,0.0
Behcet,6,0,6,0.0
Annelee,2,2,0,1.0
Stina,299,299,0,1.0
Marit,66,66,0,1.0
Sari,28,28,0,1.0
Elsemarie,6,6,0,1.0
Lise-Lotte,48,48,0,1.0
Wilhelm,15,0,15,0.0
Radovan,10,0,10,0.0
PerOla,12,0,12,0.0
Ercan,17,0,17,0.0
UllaKarin,1,1,0,1.0
Kennet,31,0,31,0.0
Annakari,2,2,0,1.0
Hlödur,5,0,5,0.0
Kai,43,0,43,0.0
Hans-Fredrik,2,0,2,0.0
Luiza,1,1,0,1.0
Suleiman,3,0,3,0.0
Alaa,10,9,1,0.9
Estelle,3,3,0,1.0
Riegel,2,2,0,1.0
Alexej,2,0,2,0.0
Camilo,58,0,58,0.0
Ilja,4,4,0,1.0
Teres,10,10,0,1.0
Maj-Vis,5,5,0,1.0
Lillan,7,7,0,1.0
Ovidia,2,2,0,1.0
Daogo,12,0,12,0.0
Orom,2,0,2,0.0
Levy,1,0,1,0.0
Baltzar,1,0,1,0.0
Käthe,17,17,0,1.0
Maurice,6,0,6,0.0
Eva-Brita,7,7,0,1.0
Carl-Inge,2,0,2,0.0
Willmar,1,0,1,0.0
Maud,192,192,0,1.0
Jessicca,2,2,0,1.0
Modou,6,0,6,0.0
Glenn,99,0,99,0.0
Towa,1,1,0,1.0
Jim,57,0,57,0.0
Madli-Ann,6,6,0,1.0
Liliana,8,8,0,1.0
Hojat,2,0,2,0.0
Kalsoom,5,5,0,1.0
Sophie,20,20,0,1.0
Caroline,370,370,0,1.0
Gurli,2,2,0,1.0
Eivi,1,1,0,1.0
Sukrî,14,0,14,0.0
Anncharlott,2,2,0,1.0
Ramtin,9,0,9,0.0
Denis,14,0,14,0.0
Anne-Louise,16,16,0,1.0
Jonnny,1,0,1,0.0
Vivie,2,2,0,1.0
Morten,8,0,8,0.0
Delshad,7,0,7,0.0
Tex,2,0,2,0.0
Bashkim,2,0,2,0.0
Dieter,5,0,5,0.0
Imre,3,0,3,0.0
Hans-G,9,0,9,0.0
Folke,240,0,240,0.0
Nermin,2,0,2,0.0
Annika,860,860,0,1.0
Ziita,6,6,0,1.0
Lars-Evald,1,0,1,0.0
Sunil,8,0,8,0.0
Hillevi,38,38,0,1.0
Ingamaj,2,2,0,1.0
Elver,2,0,2,0.0
Pavo,1,0,1,0.0
Burhan,11,0,11,0.0
Britt,467,467,0,1.0
Ian,12,0,12,0.0
Orla,9,0,9,0.0
Tahmineh,9,9,0,1.0
Moses,4,0,4,0.0
Märta,50,50,0,1.0
Sladjana,16,16,0,1.0
Anna-Lee,3,3,0,1.0
Bonde,1,0,1,0.0
Tord-Gunnar,1,0,1,0.0
Shorik,8,8,0,1.0
Douglas,51,0,51,0.0
Hans-Olov,7,0,7,0.0
Key,3,0,3,0.0
Odd,8,0,8,0.0
Claes-Håkan,2,0,2,0.0
Liselott,27,27,0,1.0
Mozhgan,8,8,0,1.0
Liza,27,27,0,1.0
Klein,1,0,1,0.0
Ann-Lie,3,3,0,1.0
Saga-Britt,3,3,0,1.0
Mie,9,9,0,1.0
Augustus,1,0,1,0.0
Wiwi,3,3,0,1.0
Fredrich,8,0,8,0.0
Evalena,6,6,0,1.0
Marijan,4,0,4,0.0
